motion_motion_near_sound_increase,motion_motion_near_sound_decrease,motion_motion_near_no,motion_motion_far_sound_increase,motion_motion_far_sound_decrease,motion_motion_far_no,snd_snd_increase_motion_near,snd_snd_increase_motion_far,snd_snd_increase_no,snd_snd_decrease_motion_near,snd_snd_decrease_motion_far,snd_snd_decrease_no
0.00142457207616491,0.0015617389776107,0.00141409079057769,0.00143382395657788,0.00134394993053009,0.00142893477118663,0.00145883964186654,0.00157657140949725,0.0013338269085707,0.00170467754701603,0.0015825019175967,0.00162026007766663
0.00114573873032289,0.00116687964232,0.0010704079374602,0.00124591888885299,0.0013257352550582,0.00134107158060398,0.00119067685732592,0.000906932438318197,0.00129795896847352,0.00117335012110538,0.00157314671111982,0.00143891338818107
0.00129521708932652,0.00129457842715433,0.00123019477316299,0.00101548423048192,0.000966751921690727,0.0012961867525134,0.00138945937908318,0.00135475177831492,0.00128383119879279,0.00149314937733005,0.00171540882539983,0.00164593203782023
0.00151378818833463,0.00148744787362881,0.00147683677512605,0.00146755629276887,0.00146828533051788,0.00140283656221773,0.00196751697322617,0.00192638444692237,0.00202082676004678,0.00198429688052891,0.00200425838097344,0.00200286123544569
0.00171913771032289,0.00175649258714702,0.00173559575221917,0.00167620562534608,0.00162095685407287,0.00170149859195124,0.00261514081766796,0.00254413057671229,0.00255449765292756,0.00249232529962735,0.00244109356434975,0.00250203452074284
0.00146332001678479,0.00140004177724663,0.00148093389529838,0.00143680792240317,0.00159986989196023,0.0015613264814431,0.00138760030795157,0.0010435665883456,0.00117535297939332,0.00120613222126836,0.00162564409841022,0.00152436580469037
0.0013975242649928,0.00146258067777841,0.00129357644031532,0.00142422543622429,0.00146113450241896,0.00140756057085027,0.00135118443662901,0.00124212907777056,0.00123425128796858,0.00138677547165207,0.00152597569232627,0.00155571376588364
0.00164332158358401,0.00161606976680921,0.0015471411338058,0.00167291792931192,0.00173016457152388,0.00173527129202458,0.0015497226977862,0.00146320138127602,0.00149247035396641,0.00174760698718905,0.00168484076317221,0.00171607886961198
0.00163278155113594,0.00163547736144038,0.00153609052365787,0.00164443792969801,0.00171051099569553,0.00166898405102151,0.00169541416775772,0.00167519738240094,0.00172275527141579,0.00166418518165136,0.00191126213762948,0.00191712113455493
0.00158843282041073,0.00156794952289648,0.00143817001023238,0.00152924679216756,0.00127950345603096,0.00138953794548981,0.00181826640461895,0.00181421969849224,0.00165087267605966,0.00189673494101884,0.00169337483472174,0.00170500951257448
0.00160930901581581,0.00148328943837821,0.00140823219722819,0.0014809060854775,0.00147170998129898,0.00150434718728445,0.00166080143088806,0.00178194766243852,0.00166289993138808,0.00201579819774732,0.00179960171622608,0.0017760025354812
0.0014255868506397,0.00140931969540864,0.00134499761322897,0.00153712322194596,0.00150120898196361,0.00148736129612233,0.00157431217317209,0.00137809794031814,0.00147221939507083,0.00187635437604306,0.00187470505717851,0.00190206869625427
0.00148359984226366,0.00151268141336077,0.00139933928556691,0.00142779703608861,0.00140315451686088,0.00141479098180788,0.00219409808798727,0.00210196075247876,0.0021207886704076,0.00212594771513453,0.00215975012010285,0.00213392105531698
0.00162260183644957,0.00153604050231597,0.00147131164476512,0.00147437239878584,0.00161775633413865,0.00160910823918665,0.00212242806072991,0.0019405048960879,0.00186201096066545,0.00236242403920805,0.00232804265570491,0.00256401641677821
